billing_code,name,description,provider_reference_0,negotiated_rate_0_0,billing_class_0_0,negotiated_rate_0_1,billing_class_0_1,negotiated_rate_0_2,billing_class_0_2,negotiated_rate_0_3,billing_class_0_3,negotiated_rate_0_4,billing_class_0_4,negotiated_rate_0_5,billing_class_0_5,provider_reference_1,negotiated_rate_1_0,billing_class_1_0,negotiated_rate_1_1,billing_class_1_1,negotiated_rate_1_2,billing_class_1_2,negotiated_rate_1_3,billing_class_1_3,negotiated_rate_1_4,billing_class_1_4,negotiated_rate_1_5,billing_class_1_5,provider_reference_2,negotiated_rate_2_0,billing_class_2_0,negotiated_rate_2_1,billing_class_2_1,negotiated_rate_2_2,billing_class_2_2,negotiated_rate_2_3,billing_class_2_3,negotiated_rate_2_4,billing_class_2_4,negotiated_rate_2_5,billing_class_2_5,provider_reference_3,negotiated_rate_3_0,billing_class_3_0,negotiated_rate_3_1,billing_class_3_1,negotiated_rate_3_2,billing_class_3_2,negotiated_rate_3_3,billing_class_3_3,negotiated_rate_3_4,billing_class_3_4,negotiated_rate_3_5,billing_class_3_5,provider_reference_4,negotiated_rate_4_0,billing_class_4_0,negotiated_rate_4_1,billing_class_4_1,negotiated_rate_4_2,billing_class_4_2,negotiated_rate_4_3,billing_class_4_3,negotiated_rate_4_4,billing_class_4_4,negotiated_rate_4_5,billing_class_4_5,negotiated_rate_4_6,billing_class_4_6,provider_reference_5,negotiated_rate_5_0,billing_class_5_0,negotiated_rate_5_1,billing_class_5_1,negotiated_rate_5_2,billing_class_5_2,negotiated_rate_5_3,billing_class_5_3,negotiated_rate_5_4,billing_class_5_4,provider_reference_6,negotiated_rate_6_0,billing_class_6_0,negotiated_rate_6_1,billing_class_6_1,negotiated_rate_6_2,billing_class_6_2,negotiated_rate_6_3,billing_class_6_3,provider_reference_7,negotiated_rate_7_0,billing_class_7_0,negotiated_rate_7_1,billing_class_7_1,negotiated_rate_7_2,billing_class_7_2,negotiated_rate_7_3,billing_class_7_3,negotiated_rate_7_4,billing_class_7_4,provider_reference_8,negotiated_rate_8_0,billing_class_8_0,negotiated_rate_8_1,billing_class_8_1,negotiated_rate_8_2,billing_class_8_2,provider_reference_9,negotiated_rate_9_0,billing_class_9_0,negotiated_rate_9_1,billing_class_9_1,provider_reference_10,negotiated_rate_10_0,billing_class_10_0,negotiated_rate_10_1,billing_class_10_1,provider_reference_11,negotiated_rate_11_0,billing_class_11_0,negotiated_rate_11_1,billing_class_11_1,negotiated_rate_11_2,billing_class_11_2,negotiated_rate_11_3,billing_class_11_3,provider_reference_12,negotiated_rate_12_0,billing_class_12_0,negotiated_rate_12_1,billing_class_12_1,provider_reference_13,negotiated_rate_13_0,billing_class_13_0,provider_reference_14,negotiated_rate_14_0,billing_class_14_0,negotiated_rate_14_1,billing_class_14_1,provider_reference_15,negotiated_rate_15_0,billing_class_15_0,negotiated_rate_15_1,billing_class_15_1,provider_reference_16,negotiated_rate_16_0,billing_class_16_0,provider_reference_17,negotiated_rate_17_0,billing_class_17_0,negotiated_rate_17_1,billing_class_17_1,provider_reference_18,negotiated_rate_18_0,billing_class_18_0,negotiated_rate_18_1,billing_class_18_1,provider_reference_19,negotiated_rate_19_0,billing_class_19_0,provider_reference_20,negotiated_rate_20_0,billing_class_20_0,negotiated_rate_20_1,billing_class_20_1,provider_reference_21,negotiated_rate_21_0,billing_class_21_0,provider_reference_22,negotiated_rate_22_0,billing_class_22_0,provider_reference_23,negotiated_rate_23_0,billing_class_23_0,provider_reference_24,negotiated_rate_24_0,billing_class_24_0,provider_reference_25,negotiated_rate_25_0,billing_class_25_0,negotiated_rate_25_1,billing_class_25_1,provider_reference_26,negotiated_rate_26_0,billing_class_26_0,negotiated_rate_26_1,billing_class_26_1,provider_reference_27,negotiated_rate_27_0,billing_class_27_0,negotiated_rate_27_1,billing_class_27_1,provider_reference_28,negotiated_rate_28_0,billing_class_28_0,negotiated_rate_28_1,billing_class_28_1,provider_reference_29,negotiated_rate_29_0,billing_class_29_0,negotiated_rate_29_1,billing_class_29_1,provider_reference_30,negotiated_rate_30_0,billing_class_30_0,provider_reference_31,negotiated_rate_31_0,billing_class_31_0,negotiated_rate_31_1,billing_class_31_1,provider_reference_32,negotiated_rate_32_0,billing_class_32_0,negotiated_rate_32_1,billing_class_32_1,provider_reference_33,negotiated_rate_33_0,billing_class_33_0,provider_reference_34,negotiated_rate_34_0,billing_class_34_0,provider_reference_35,negotiated_rate_35_0,billing_class_35_0,provider_reference_36,negotiated_rate_36_0,billing_class_36_0,provider_reference_37,negotiated_rate_37_0,billing_class_37_0,provider_reference_38,negotiated_rate_38_0,billing_class_38_0,provider_reference_39,negotiated_rate_39_0,billing_class_39_0,negotiated_rate_39_1,billing_class_39_1,provider_reference_40,negotiated_rate_40_0,billing_class_40_0,provider_reference_41,negotiated_rate_41_0,billing_class_41_0,provider_reference_42,negotiated_rate_42_0,billing_class_42_0,provider_reference_43,negotiated_rate_43_0,billing_class_43_0,provider_reference_44,negotiated_rate_44_0,billing_class_44_0,provider_reference_45,negotiated_rate_45_0,billing_class_45_0,provider_reference_46,negotiated_rate_46_0,billing_class_46_0,provider_reference_47,negotiated_rate_47_0,billing_class_47_0,provider_reference_48,negotiated_rate_48_0,billing_class_48_0,provider_reference_49,negotiated_rate_49_0,billing_class_49_0,provider_reference_50,negotiated_rate_50_0,billing_class_50_0,provider_reference_51,negotiated_rate_51_0,billing_class_51_0,provider_reference_52,negotiated_rate_52_0,billing_class_52_0,provider_reference_53,negotiated_rate_53_0,billing_class_53_0,provider_reference_54,negotiated_rate_54_0,billing_class_54_0,provider_reference_55,negotiated_rate_55_0,billing_class_55_0,provider_reference_56,negotiated_rate_56_0,billing_class_56_0,negotiated_rate_56_1,billing_class_56_1,provider_reference_57,negotiated_rate_57_0,billing_class_57_0,provider_reference_58,negotiated_rate_58_0,billing_class_58_0,provider_reference_59,negotiated_rate_59_0,billing_class_59_0,provider_reference_60,negotiated_rate_60_0,billing_class_60_0,provider_reference_61,negotiated_rate_61_0,billing_class_61_0
93880,EXTRACRANIAL BILAT STUDY,EXTRACRANIAL BILAT STUDY,5856,54.65,professional,,,,,,,,,,,8081,54.65,professional,,,,,,,,,,,5948,55.07,professional,,,,,,,,,,,2760,577.75,institutional,790.35,institutional,987.57,institutional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88175,CYTOPATH C/V AUTO FLUID REDO,CYTOPATH C/V AUTO FLUID REDO,2760,22.64,institutional,23.68,institutional,24.13,institutional,31.14,institutional,,,,,6485,17.83,professional,,,,,,,,,,,2512,17.62,professional,,,,,,,,,,,6147,18.27,professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55700,BIOPSY OF PROSTATE,BIOPSY OF PROSTATE,2760,1604.2,institutional,3420,institutional,,,,,,,,,1248,183.57,professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88112,CYTOPATH CELL ENHANCE TECH,CYTOPATH CELL ENHANCE TECH,5856,38.47,professional,,,,,,,,,,,2760,29.61,institutional,55.47,institutional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17250,CHEM CAUT OF GRANLTJ TISSUE,CHEM CAUT OF GRANLTJ TISSUE,2760,189.73,institutional,79.2,institutional,,,,,,,,,8246,50.65,professional,,,,,,,,,,,194,51.47,professional,,,,,,,,,,,4760,44.16,professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73700,CT LOWER EXTREMITY W/O DYE,CT LOWER EXTREMITY W/O DYE,2760,386.88,institutional,,,,,,,,,,,1988,67.97,professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94010,BREATHING CAPACITY TEST,BREATHING CAPACITY TEST,3876,31.46,professional,,,,,,,,,,,2760,241.69,institutional,,,,,,,,,,,102,11.64,professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83013,H PYLORI (C-13) BREATH,H PYLORI (C-13) BREATH,6485,53.21,professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10140,DRAINAGE OF HEMATOMA/FLUID,DRAINAGE OF HEMATOMA/FLUID,1982,140.43,professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86677,HELICOBACTER PYLORI ANTIBODY,HELICOBACTER PYLORI ANTIBODY,2760,21.61,institutional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93970,EXTREMITY STUDY,EXTREMITY STUDY,5856,47.69,professional,,,,,,,,,,,2760,588.43,institutional,793.37,institutional,,,,,,,,,9054,47.34,professional,,,,,,,,,,,5948,42.31,professional,,,,,,,,,,,8081,48.03,professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11102,TANGNTL BX SKIN SINGLE LES,TANGNTL BX SKIN SINGLE LES,1982,37.27,professional,,,,,,,,,,,3628,41.67,professional,,,,,,,,,,,2760,269.79,institutional,322.07,institutional,416.2,institutional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83718,ASSAY OF LIPOPROTEIN,ASSAY OF LIPOPROTEIN,2760,17.02,institutional,25.44,institutional,46.44,institutional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51741,ELECTRO-UROFLOWMETRY FIRST,ELECTRO-UROFLOWMETRY FIRST,1248,10.17,professional,,,,,,,,,,,2760,35.35,institutional,,,,,,,,,,,8144,10.4,professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72050,X-RAY EXAM NECK SPINE 4/5VWS,X-RAY EXAM NECK SPINE 4/5VWS,2760,134.44,institutional,,,,,,,,,,,1988,18.78,professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96417,CHEMO IV INFUS EACH ADDL SEQ,CHEMO IV INFUS EACH ADDL SEQ,2760,415.72,institutional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86803,HEPATITIS C AB TEST,HEPATITIS C AB TEST,2512,10.23,professional,,,,,,,,,,,2760,17.46,institutional,20.24,institutional,22.51,institutional,24.98,institutional,31.74,institutional,,,6147,10.6,professional,,,,,,,,,,,6485,10.38,professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76775,US EXAM ABDO BACK WALL LIM,US EXAM ABDO BACK WALL LIM,2760,297.7,institutional,,,,,,,,,,,1988,40.39,professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83880,ASSAY OF NATRIURETIC PEPTIDE,ASSAY OF NATRIURETIC PEPTIDE,6485,26.81,professional,,,,,,,,,,,2760,44.58,institutional,56.85,institutional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88305,TISSUE EXAM BY PATHOLOGIST,TISSUE EXAM BY PATHOLOGIST,5856,51.96,professional,,,,,,,,,,,4108,51.74,professional,,,,,,,,,,,3628,51.91,professional,,,,,,,,,,,2760,169.4,institutional,182.71,institutional,194.61,institutional,197.1,institutional,209.32,institutional,271.17,institutional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98940,CHIROPRACT MANJ 1-2 REGIONS,CHIROPRACT MANJ 1-2 REGIONS,1746,18.81,professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90474,IMMUNE ADMIN ORAL/NASAL ADDL,IMMUNE ADMIN ORAL/NASAL ADDL,2760,48.3,institutional,50.18,institutional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99442,PHONE E/M PHYS/QHP 11-20 MIN,PHONE E/M PHYS/QHP 11-20 MIN,102,125.67,professional,,,,,,,,,,,37,125.91,professional,,,,,,,,,,,8246,125.8,professional,,,,,,,,,,,194,126.08,professional,,,,,,,,,,,2015,126.08,professional,,,,,,,,,,,,,5856,126.08,professional,,,,,,,,,669,126.08,professional,,,,,,,8248,126.08,professional,,,,,,,,,2036,21.47,professional,,,,,7137,125.58,professional,,,5307,126.01,professional,,,1248,126.91,professional,,,,,,,165,126.91,professional,,,1988,126.91,professional,2339,126.91,professional,,,2437,126.91,professional,,,308,126.91,professional,3628,126.91,professional,,,5273,126.91,professional,,,5204,125.25,professional,7201,125.25,professional,,,7556,125.25,professional,4760,107.07,professional,308,95.25,professional,37,95.25,professional,5387,125.4,professional,,,3876,25.26,professional,,,2571,126.36,professional,,,2580,126.36,professional,,,8081,126.36,professional,,,8144,126.63,professional,1982,107.25,professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84153,ASSAY OF PSA TOTAL,ASSAY OF PSA TOTAL,2512,14.28,professional,,,,,,,,,,,6485,14.28,professional,,,,,,,,,,,2760,27.05,institutional,28.76,institutional,32.05,institutional,36.07,institutional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45386,COLONOSCOPY W/BALLOON DILAT,COLONOSCOPY W/BALLOON DILAT,2760,2343.83,institutional,,,,,,,,,,,2580,37.53,professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73620,X-RAY EXAM OF FOOT,X-RAY EXAM OF FOOT,2760,89.73,institutional,,,,,,,,,,,1988,10.71,professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43235,EGD DIAGNOSTIC BRUSH WASH,EGD DIAGNOSTIC BRUSH WASH,2580,135.47,professional,,,,,,,,,,,2760,1903.28,institutional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73070,X-RAY EXAM OF ELBOW,X-RAY EXAM OF ELBOW,2760,136.05,institutional,188.56,institutional,,,,,,,,,1988,11.59,professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10021,FNA BX W/O IMG GDN 1ST LES,FNA BX W/O IMG GDN 1ST LES,5856,78.52,professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
